idTweeter,lastSuscribings
1297920445979807744,1;2;3;4;5;6
952921795316912133,1;2;3;4;5;6
742211605207748608,1;2;3;4;5;6
1364886230656114692,1;2;3;4;5;6
1476919629133991936,1;2;3;4;5;6
1518654778892427264,1;2;3;4;5;6
1490949502261665792,1;2;3;4;5;6
1362376665205121030,1;2;3;4;5;6
801321354792411137,1;2;3;4;5;6
